token,ascii,count,chapters,sources,contexts
Krsna,krsna,18,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18",vedabase_sanskrit,numān Janārdana Karṇa Krishna Krsna Kuntī Kurukṣetra KurukṣetraTE | sa Ganga Gita Govinda Krishna Krsna Kuntī Madhusūdana Mantra Prab | Gita Janārdana Keśava Krishna Krsna Kuntī Mantra Prabhupāda Pārth | harma Dāsa Ganga Gita Krishna Krsna Mantra Prabhupāda Rishi Swami | harma Dāsa Ganga Gita Krishna Krsna Kuntī Mantra Prabhupāda Rishi
Mantra,mantra,18,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18",vedabase_sanskrit,rukṣetraTEXT Kṛpa Madhusūdana Mantra Nakula Prabhupāda Pārtha Rish | ishna Krsna Kuntī Madhusūdana Mantra Prabhupāda Pārtha Rishi Sañja | na Keśava Krishna Krsna Kuntī Mantra Prabhupāda Pārtha Rishi Swami | Dāsa Ganga Gita Krishna Krsna Mantra Prabhupāda Rishi Swami Varna | anga Gita Krishna Krsna Kuntī Mantra Prabhupāda Rishi Swami Varna
Prabhupāda,prabhupada,18,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18",vedabase_sanskrit,ṛpa Madhusūdana Mantra Nakula Prabhupāda Pārtha Rishi Sahadeva Sañjaya | rsna Kuntī Madhusūdana Mantra Prabhupāda Pārtha Rishi Sañjaya Swami Va | va Krishna Krsna Kuntī Mantra Prabhupāda Pārtha Rishi Swami Varna Vasu | nga Gita Krishna Krsna Mantra Prabhupāda Rishi Swami Varna Vasudeva Vi | ta Krishna Krsna Kuntī Mantra Prabhupāda Rishi Swami Varna Vasudeva Vi
Rishi,rishi,18,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18",vedabase_sanskrit,ntra Nakula Prabhupāda Pārtha Rishi Sahadeva Sañjaya Subhadrā Sug | dana Mantra Prabhupāda Pārtha Rishi Sañjaya Swami Varna Vasudeva | untī Mantra Prabhupāda Pārtha Rishi Swami Varna Vasudeva Vishnu d | ishna Krsna Mantra Prabhupāda Rishi Swami Varna Vasudeva Vishnu V | Krsna Kuntī Mantra Prabhupāda Rishi Swami Varna Vasudeva Vishnu d
Swami,swami,18,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18",vedabase_sanskrit,deva Sañjaya Subhadrā Sughoṣa Swami Sātyaki Uttamaujā Varna Vasud | abhupāda Pārtha Rishi Sañjaya Swami Varna Vasudeva Vishnu dasa kṣ | antra Prabhupāda Pārtha Rishi Swami Varna Vasudeva Vishnu dasa ka | Krsna Mantra Prabhupāda Rishi Swami Varna Vasudeva Vishnu Vivasvā | Kuntī Mantra Prabhupāda Rishi Swami Varna Vasudeva Vishnu dasa ka
Varna,varna,18,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18",vedabase_sanskrit,ghoṣa Swami Sātyaki Uttamaujā Varna Vasudeva Vikarṇa Vishnu Yudhā | da Pārtha Rishi Sañjaya Swami Varna Vasudeva Vishnu dasa kṣatriya | Prabhupāda Pārtha Rishi Swami Varna Vasudeva Vishnu dasa karma ya | Mantra Prabhupāda Rishi Swami Varna Vasudeva Vishnu Vivasvān dasa | Mantra Prabhupāda Rishi Swami Varna Vasudeva Vishnu dasa karma yo
Vasudeva,vasudeva,18,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18",vedabase_sanskrit,Swami Sātyaki Uttamaujā Varna Vasudeva Vikarṇa Vishnu Yudhāmanyu Yuy | tha Rishi Sañjaya Swami Varna Vasudeva Vishnu dasa kṣatriya kṣatriya | pāda Pārtha Rishi Swami Varna Vasudeva Vishnu dasa karma yajña yoga | Prabhupāda Rishi Swami Varna Vasudeva Vishnu Vivasvān dasa yoga yog | Prabhupāda Rishi Swami Varna Vasudeva Vishnu dasa karma yoga yogīs
Vishnu,vishnu,18,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18",vedabase_sanskrit,amaujā Varna Vasudeva Vikarṇa Vishnu Yudhāmanyu Yuyudhāna dasa Śai | Sañjaya Swami Varna Vasudeva Vishnu dasa kṣatriya kṣatriyas yoga | ha Rishi Swami Varna Vasudeva Vishnu dasa karma yajña yoga | da Rishi Swami Varna Vasudeva Vishnu Vivasvān dasa yoga yogīs | da Rishi Swami Varna Vasudeva Vishnu dasa karma yoga yogīs
dasa,dasa,18,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18",vedabase_sanskrit,Bhakti Bhīma Cekitāna Chandra Dasa Devi Dharma Draupadī Droṇa Du | arāma Bhagavad Bhakti Chandra Dasa Devi Dhanañjaya Dharma Droṇa | gavad Bhakti Bhāratas Chandra Dasa Devi Dharma Dāsa Ganga Gita J | hakti Bhārata Brahman Chandra Dasa Devi Dharma Dāsa Ganga Gita K | agavad Bhakti Brahman Chandra Dasa Devi Dharma Dāsa Ganga Gita K
Arjuna,arjuna,16,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,17,18",vedabase_sanskrit,Ananta Arjuna Ashram Balarāma Bhagavad Bhak | Arjuna Ashram Balarāma Bhagavad Bhak | Arjuna Ashram Balarāma Bhagavad Bhak | Arjuna Ashram Balarāma Bhagavad Bhak | Arjuna Ashram Balarāma Bhagavad Bhak
Kuntī,kunti,12,"1,2,3,5,6,7,8,9,13,14,16,18",vedabase_sanskrit,Janārdana Karṇa Krishna Krsna Kuntī Kurukṣetra KurukṣetraTEXT Kṛp | ga Gita Govinda Krishna Krsna Kuntī Madhusūdana Mantra Prabhupāda | anārdana Keśava Krishna Krsna Kuntī Mantra Prabhupāda Pārtha Rish | Dāsa Ganga Gita Krishna Krsna Kuntī Mantra Prabhupāda Rishi Swami | Dāsa Ganga Gita Krishna Krsna Kuntī Madhusūdana Mantra Prabhupāda
yoga,yoga,9,"2,3,4,5,6,7,8,12,18",vedabase_sanskrit,ishnu dasa kṣatriya kṣatriyas yoga | udeva Vishnu dasa karma yajña yoga | Vasudeva Vishnu Vivasvān dasa yoga yogīs | na Vasudeva Vishnu dasa karma yoga yogīs | deva Vishnu dasa kuśa samādhi yoga yogī yogīs
Bhāratas,bharatas,8,"3,7,8,11,13,14,17,18",vedabase_sanskrit,hram Balarāma Bhagavad Bhakti Bhāratas Chandra Dasa Devi Dharma Dāsa | hram Balarāma Bhagavad Bhakti Bhāratas Brahman Chandra Dasa Devi Dha | hram Balarāma Bhagavad Bhakti Bhāratas Brahman Brahmā Chandra Dasa D | hram Balarāma Bhagavad Bhakti Bhāratas Brahmā Chandra Dasa Devi Dhar | hram Balarāma Bhagavad Bhakti Bhāratas Brahman Chandra Dasa Devi Dha
Brahman,brahman,8,"4,5,7,8,12,13,14,18",vedabase_sanskrit,arāma Bhagavad Bhakti Bhārata Brahman Chandra Dasa Devi Dharma Dāsa | hram Balarāma Bhagavad Bhakti Brahman Chandra Dasa Devi Dharma Dāsa | rāma Bhagavad Bhakti Bhāratas Brahman Chandra Dasa Devi Dharma Dāsa | rāma Bhagavad Bhakti Bhāratas Brahman Brahmā Chandra Dasa Devi Dhar | hram Balarāma Bhagavad Bhakti Brahman Chandra Dasa Devi Dharma Dāsa
Pārtha,partha,5,"1,2,3,8,18",vedabase_sanskrit,dana Mantra Nakula Prabhupāda Pārtha Rishi Sahadeva Sañjaya Subhad | Madhusūdana Mantra Prabhupāda Pārtha Rishi Sañjaya Swami Varna Vas | Krsna Kuntī Mantra Prabhupāda Pārtha Rishi Swami Varna Vasudeva Vi | Madhusūdana Mantra Prabhupāda Pārtha Rishi Swami Varna Vasudeva Ve | Krsna Kuntī Mantra Prabhupāda Pārtha Rishi Sañjaya Swami Varna Vas
Janārdana,janardana,4,"1,3,10,11",vedabase_sanskrit,sa Ganga Gita Govinda Hanumān Janārdana Karṇa Krishna Krsna Kuntī Kur | a Devi Dharma Dāsa Ganga Gita Janārdana Keśava Krishna Krsna Kuntī Ma | a Garuḍa Gita Himālayas Indra Janārdana Krishna Krsna Kārttikeya Mant | Dharma Droṇa Dāsa Ganga Gita Janārdana Karṇa Krishna Krsna Mantra Pr
Madhusūdana,madhusudana,4,"1,2,6,8",vedabase_sanskrit,urukṣetra KurukṣetraTEXT Kṛpa Madhusūdana Mantra Nakula Prabhupāda Pārt | a Govinda Krishna Krsna Kuntī Madhusūdana Mantra Prabhupāda Pārtha Rish | anga Gita Krishna Krsna Kuntī Madhusūdana Mantra Prabhupāda Rishi SixDh | anga Gita Krishna Krsna Kuntī Madhusūdana Mantra Prabhupāda Pārtha Rish
Sañjaya,sanjaya,4,"1,2,11,18",vedabase_sanskrit,bhupāda Pārtha Rishi Sahadeva Sañjaya Subhadrā Sughoṣa Swami Sātyak | antra Prabhupāda Pārtha Rishi Sañjaya Swami Varna Vasudeva Vishnu d | Krsna Mantra Prabhupāda Rishi Sañjaya Swami Sādhyas Varna Vasudeva | antra Prabhupāda Pārtha Rishi Sañjaya Swami Varna Vasudeva Vedānta
yogīs,yogis,4,"4,5,6,8",vedabase_sanskrit,eva Vishnu Vivasvān dasa yoga yogīs | sudeva Vishnu dasa karma yoga yogīs | u dasa kuśa samādhi yoga yogī yogīs | tma dasa karma kāra yoga yogī yogīs
Droṇa,drona,3,"1,2,11",vedabase_sanskrit,dra Dasa Devi Dharma Draupadī Droṇa Duryodhana Dāsa Ganga Gita Go | a Dasa Devi Dhanañjaya Dharma Droṇa Dāsa Ganga Gita Govinda Krish | ahmā Chandra Dasa Devi Dharma Droṇa Dāsa Ganga Gita Janārdana Kar
karma,karma,3,"3,5,8",vedabase_sanskrit,mi Varna Vasudeva Vishnu dasa karma yajña yoga | mi Varna Vasudeva Vishnu dasa karma yoga yogīs | bhūta adhiyajña adhyātma dasa karma kāra yoga yogī yogīs
Brahmā,brahma,3,"8,10,11",vedabase_sanskrit,gavad Bhakti Bhāratas Brahman Brahmā Chandra Dasa Devi Dharma Dāsa | alarāma Bhagavad Bhakti Bhṛgu Brahmā Bṛhaspati Bṛhat Chandra Dasa | rāma Bhagavad Bhakti Bhāratas Brahmā Chandra Dasa Devi Dharma Droṇ
Vedānta,vedanta,3,"13,15,18",vedabase_sanskrit,da Rishi Swami Varna Vasudeva Vedānta Vishnu dasa prakṛti puruṣa sū | da Rishi Swami Varna Vasudeva Vedānta Vishnu Yoga dasa | Sañjaya Swami Varna Vasudeva Vedānta Vishnu Vyāsa dasa kṣatriyas s
Ananta,ananta,2,"1,10",vedabase_sanskrit,Ananta Arjuna Ashram Balarāma Bhagav | Agni Airāvata Ananta Arjuna Aryamā Ashram Balarāma
Govinda,govinda,2,"1,2",vedabase_sanskrit,ṇa Duryodhana Dāsa Ganga Gita Govinda Hanumān Janārdana Karṇa Krish | Dharma Droṇa Dāsa Ganga Gita Govinda Krishna Krsna Kuntī Madhusūda
Karṇa,karna,2,"1,11",vedabase_sanskrit,ita Govinda Hanumān Janārdana Karṇa Krishna Krsna Kuntī Kurukṣetr | oṇa Dāsa Ganga Gita Janārdana Karṇa Krishna Krsna Mantra Prabhupā
Dhanañjaya,dhananjaya,2,"2,9",vedabase_sanskrit,avad Bhakti Chandra Dasa Devi Dhanañjaya Dharma Droṇa Dāsa Ganga Gita | avad Bhakti Chandra Dasa Devi Dhanañjaya Dharma Dāsa Ganga Gita Indra
kṣatriyas,ksatriyas,2,"2,18",vedabase_sanskrit,Vasudeva Vishnu dasa kṣatriya kṣatriyas yoga | eva Vedānta Vishnu Vyāsa dasa kṣatriyas sannyāsa tyāga vaiśyas yoga
yogī,yogi,2,"6,8",vedabase_sanskrit,Vishnu dasa kuśa samādhi yoga yogī yogīs | adhyātma dasa karma kāra yoga yogī yogīs
Indra,indra,2,"9,10",vedabase_sanskrit,añjaya Dharma Dāsa Ganga Gita Indra Krishna Krsna Kuntī Mantra Pr | a Ganga Garuḍa Gita Himālayas Indra Janārdana Krishna Krsna Kārtt
Sāma,sama,2,"9,10",vedabase_sanskrit,Mantra Prabhupāda Rishi Swami Sāma Varna Vasudeva Vishnu dasa va | āda Prahlāda Rishi Rāma Swami Sāma Varna Varuṇa Vasudeva Vishnu
vaiśyas,vaisyas,2,"9,18",vedabase_sanskrit,ma Varna Vasudeva Vishnu dasa vaiśyas | dasa kṣatriyas sannyāsa tyāga vaiśyas yoga
Vyāsa,vyasa,2,"10,18",vedabase_sanskrit,Varna Varuṇa Vasudeva Vishnu Vyāsa Vāsudeva Vāsuki Yakṣas dasa s | Varna Vasudeva Vedānta Vishnu Vyāsa dasa kṣatriyas sannyāsa tyāga
Yakṣas,yaksas,2,"10,11",vedabase_sanskrit,Vishnu Vyāsa Vāsudeva Vāsuki Yakṣas dasa sāma Ādityas Śiva | na Vasudeva Vishnu Viśvedevas Yakṣas Yādava dasa kumāras Ādityas Ś
Ādityas,adityas,2,"10,11",vedabase_sanskrit,udeva Vāsuki Yakṣas dasa sāma Ādityas Śiva | as Yakṣas Yādava dasa kumāras Ādityas Śiva
Śiva,siva,2,"10,11",vedabase_sanskrit,suki Yakṣas dasa sāma Ādityas Śiva | s Yādava dasa kumāras Ādityas Śiva
Bhīma,bhima,1,1,vedabase_sanskrit,hram Balarāma Bhagavad Bhakti Bhīma Cekitāna Chandra Dasa Devi Dh
Cekitāna,cekitana,1,1,vedabase_sanskrit,alarāma Bhagavad Bhakti Bhīma Cekitāna Chandra Dasa Devi Dharma Drau
Draupadī,draupadi,1,1,vedabase_sanskrit,tāna Chandra Dasa Devi Dharma Draupadī Droṇa Duryodhana Dāsa Ganga G
Duryodhana,duryodhana,1,1,vedabase_sanskrit,sa Devi Dharma Draupadī Droṇa Duryodhana Dāsa Ganga Gita Govinda Hanum
Hanumān,hanuman,1,1,vedabase_sanskrit,dhana Dāsa Ganga Gita Govinda Hanumān Janārdana Karṇa Krishna Krsna
Kurukṣetra,kuruksetra,1,1,vedabase_sanskrit,ana Karṇa Krishna Krsna Kuntī Kurukṣetra KurukṣetraTEXT Kṛpa Madhusūda
KurukṣetraTEXT,kuruksetratext,1,1,vedabase_sanskrit,rishna Krsna Kuntī Kurukṣetra KurukṣetraTEXT Kṛpa Madhusūdana Mantra Nakul
Kṛpa,krpa,1,1,vedabase_sanskrit,ntī Kurukṣetra KurukṣetraTEXT Kṛpa Madhusūdana Mantra Nakula Pra
Nakula,nakula,1,1,vedabase_sanskrit,aTEXT Kṛpa Madhusūdana Mantra Nakula Prabhupāda Pārtha Rishi Sahad
Sahadeva,sahadeva,1,1,vedabase_sanskrit,akula Prabhupāda Pārtha Rishi Sahadeva Sañjaya Subhadrā Sughoṣa Swam
Subhadrā,subhadra,1,1,vedabase_sanskrit,Pārtha Rishi Sahadeva Sañjaya Subhadrā Sughoṣa Swami Sātyaki Uttamau
Sughoṣa,sughosa,1,1,vedabase_sanskrit,shi Sahadeva Sañjaya Subhadrā Sughoṣa Swami Sātyaki Uttamaujā Varna
Sātyaki,satyaki,1,1,vedabase_sanskrit,añjaya Subhadrā Sughoṣa Swami Sātyaki Uttamaujā Varna Vasudeva Vika
Uttamaujā,uttamauja,1,1,vedabase_sanskrit,ubhadrā Sughoṣa Swami Sātyaki Uttamaujā Varna Vasudeva Vikarṇa Vishnu
Vikarṇa,vikarna,1,1,vedabase_sanskrit,yaki Uttamaujā Varna Vasudeva Vikarṇa Vishnu Yudhāmanyu Yuyudhāna d
Yudhāmanyu,yudhamanyu,1,1,vedabase_sanskrit,Varna Vasudeva Vikarṇa Vishnu Yudhāmanyu Yuyudhāna dasa Śaibya
Yuyudhāna,yuyudhana,1,1,vedabase_sanskrit,eva Vikarṇa Vishnu Yudhāmanyu Yuyudhāna dasa Śaibya
Śaibya,saibya,1,1,vedabase_sanskrit,hnu Yudhāmanyu Yuyudhāna dasa Śaibya
kṣatriya,ksatriya,1,2,vedabase_sanskrit,mi Varna Vasudeva Vishnu dasa kṣatriya kṣatriyas yoga
Keśava,kesava,1,3,vedabase_sanskrit,rma Dāsa Ganga Gita Janārdana Keśava Krishna Krsna Kuntī Mantra Pr
yajña,yajna,1,3,vedabase_sanskrit,na Vasudeva Vishnu dasa karma yajña yoga
Bhārata,bharata,1,4,vedabase_sanskrit,hram Balarāma Bhagavad Bhakti Bhārata Brahman Chandra Dasa Devi Dha
Vivasvān,vivasvan,1,4,vedabase_sanskrit,i Swami Varna Vasudeva Vishnu Vivasvān dasa yoga yogīs
SixDhyāna,sixdhyana,1,6,vedabase_sanskrit,ūdana Mantra Prabhupāda Rishi SixDhyāna Swami Varna Vasudeva Vishnu d
kuśa,kusa,1,6,vedabase_sanskrit,mi Varna Vasudeva Vishnu dasa kuśa samādhi yoga yogī yogīs
samādhi,samadhi,1,6,vedabase_sanskrit,rna Vasudeva Vishnu dasa kuśa samādhi yoga yogī yogīs
Vedāntists,vedantists,1,8,vedabase_sanskrit,ha Rishi Swami Varna Vasudeva Vedāntists Vishnu adhibhūta adhiyajña ad
adhibhūta,adhibhuta,1,8,vedabase_sanskrit,na Vasudeva Vedāntists Vishnu adhibhūta adhiyajña adhyātma dasa karma
adhiyajña,adhiyajna,1,8,vedabase_sanskrit,a Vedāntists Vishnu adhibhūta adhiyajña adhyātma dasa karma kāra yoga
adhyātma,adhyatma,1,8,vedabase_sanskrit,ts Vishnu adhibhūta adhiyajña adhyātma dasa karma kāra yoga yogī yog
kāra,kara,1,8,vedabase_sanskrit,adhiyajña adhyātma dasa karma kāra yoga yogī yogīs
Agni,agni,1,10,vedabase_sanskrit,Agni Airāvata Ananta Arjuna Aryamā
Airāvata,airavata,1,10,vedabase_sanskrit,Agni Airāvata Ananta Arjuna Aryamā Ashram B
Aryamā,aryama,1,10,vedabase_sanskrit,Agni Airāvata Ananta Arjuna Aryamā Ashram Balarāma Bhagavad Bhak
Bhṛgu,bhrgu,1,10,vedabase_sanskrit,hram Balarāma Bhagavad Bhakti Bhṛgu Brahmā Bṛhaspati Bṛhat Chandr
Bṛhaspati,brhaspati,1,10,vedabase_sanskrit,Bhagavad Bhakti Bhṛgu Brahmā Bṛhaspati Bṛhat Chandra Dasa Devi Dharm
Bṛhat,brhat,1,10,vedabase_sanskrit,Bhakti Bhṛgu Brahmā Bṛhaspati Bṛhat Chandra Dasa Devi Dharma Dāsa
Garuḍa,garuda,1,10,vedabase_sanskrit,a Dasa Devi Dharma Dāsa Ganga Garuḍa Gita Himālayas Indra Janārdan
Himālayas,himalayas,1,10,vedabase_sanskrit,Dharma Dāsa Ganga Garuḍa Gita Himālayas Indra Janārdana Krishna Krsna
Kārttikeya,karttikeya,1,10,vedabase_sanskrit,Indra Janārdana Krishna Krsna Kārttikeya Mantra Marīci Nāgas Nārada Pr
Marīci,marici,1,10,vedabase_sanskrit,ishna Krsna Kārttikeya Mantra Marīci Nāgas Nārada Prabhupāda Prahl
Nāgas,nagas,1,10,vedabase_sanskrit,rsna Kārttikeya Mantra Marīci Nāgas Nārada Prabhupāda Prahlāda Ri
Nārada,narada,1,10,vedabase_sanskrit,ārttikeya Mantra Marīci Nāgas Nārada Prabhupāda Prahlāda Rishi Rām
Prahlāda,prahlada,1,10,vedabase_sanskrit,arīci Nāgas Nārada Prabhupāda Prahlāda Rishi Rāma Swami Sāma Varna V
Rāma,rama,1,10,vedabase_sanskrit,anta Arjuna Aryamā Ashram Balarāma Bhagavad Bhakti Bhṛgu Brahmā
Varuṇa,varuna,1,10,vedabase_sanskrit,a Rishi Rāma Swami Sāma Varna Varuṇa Vasudeva Vishnu Vyāsa Vāsudev
Vāsudeva,vasudeva,1,10,vedabase_sanskrit,Varuṇa Vasudeva Vishnu Vyāsa Vāsudeva Vāsuki Yakṣas dasa sāma Ādity
Vāsuki,vasuki,1,10,vedabase_sanskrit,asudeva Vishnu Vyāsa Vāsudeva Vāsuki Yakṣas dasa sāma Ādityas Śiva
sāma,sama,1,10,vedabase_sanskrit,āda Prahlāda Rishi Rāma Swami Sāma Varna Varuṇa Vasudeva Vishnu
Sādhyas,sadhyas,1,11,vedabase_sanskrit,rabhupāda Rishi Sañjaya Swami Sādhyas Varna Vasudeva Vishnu Viśvede
Viśvedevas,visvedevas,1,11,vedabase_sanskrit,Sādhyas Varna Vasudeva Vishnu Viśvedevas Yakṣas Yādava dasa kumāras Ād
Yādava,yadava,1,11,vedabase_sanskrit,deva Vishnu Viśvedevas Yakṣas Yādava dasa kumāras Ādityas Śiva
kumāras,kumaras,1,11,vedabase_sanskrit,Viśvedevas Yakṣas Yādava dasa kumāras Ādityas Śiva
bhakti,bhakti,1,12,vedabase_sanskrit,juna Ashram Balarāma Bhagavad Bhakti Brahman Chandra Dasa Devi Dha
prakṛti,prakrti,1,13,vedabase_sanskrit,Vasudeva Vedānta Vishnu dasa prakṛti puruṣa sūtra
puruṣa,purusa,1,13,vedabase_sanskrit,a Vedānta Vishnu dasa prakṛti puruṣa sūtra
sūtra,sutra,1,13,vedabase_sanskrit,ta Vishnu dasa prakṛti puruṣa sūtra
Yoga,yoga,1,15,vedabase_sanskrit,Varna Vasudeva Vedānta Vishnu Yoga dasa
prasādam,prasadam,1,17,vedabase_sanskrit,mi Varna Vasudeva Vishnu dasa prasādam
sannyāsa,sannyasa,1,18,vedabase_sanskrit,a Vishnu Vyāsa dasa kṣatriyas sannyāsa tyāga vaiśyas yoga
tyāga,tyaga,1,18,vedabase_sanskrit,Vyāsa dasa kṣatriyas sannyāsa tyāga vaiśyas yoga
